row_id,Two_yr_Recidivism,Number_of_Priors,Age_Above_FourtyFive,Age_Below_TwentyFive,African_American,Asian,Hispanic,Native_American,Other,Female,Misdemeanor
576,1,7,0,0,0,0,1,0,0,0,0
577,1,2,0,1,1,0,0,0,0,0,1
578,0,3,0,0,1,0,0,0,0,0,0
579,1,0,0,1,0,1,0,0,0,0,0
580,1,3,1,0,0,0,0,0,0,0,0
581,0,5,0,0,1,0,0,0,0,0,0
582,0,4,0,0,1,0,0,0,0,0,1
583,1,14,0,0,1,0,0,0,0,0,0
584,0,2,1,0,0,0,0,0,0,0,0
585,1,3,0,0,1,0,0,0,0,0,1
586,1,2,1,0,0,0,0,0,0,0,0
587,1,20,1,0,1,0,0,0,0,0,0
588,0,2,0,0,1,0,0,0,0,0,1
589,0,1,0,1,1,0,0,0,0,0,1
590,0,1,0,0,1,0,0,0,0,0,0
591,0,0,1,0,1,0,0,0,0,0,0
592,0,6,0,0,1,0,0,0,0,0,0
593,1,10,0,0,1,0,0,0,0,0,1
594,1,10,0,0,1,0,0,0,0,0,0
595,0,1,0,0,0,0,0,0,0,0,0
596,1,9,1,0,0,0,0,0,0,1,0
597,0,1,1,0,0,0,0,0,0,0,0
598,0,0,0,0,1,0,0,0,0,0,0
599,0,0,0,1,0,0,1,0,0,0,1
600,0,2,1,0,0,0,0,0,0,1,0
601,1,0,0,1,1,0,0,0,0,0,0
602,1,18,1,0,1,0,0,0,0,0,0
603,0,0,1,0,1,0,0,0,0,0,1
604,0,1,0,1,1,0,0,0,0,0,0
605,1,1,0,0,0,0,0,0,0,0,0
606,0,0,1,0,0,0,0,0,0,0,0
607,1,0,0,0,0,0,0,0,0,0,1
608,0,1,0,1,0,0,1,0,0,0,0
609,0,0,0,1,0,0,0,0,0,0,1
610,1,0,0,0,0,0,0,0,0,0,0
611,0,0,1,0,0,0,0,0,0,0,1
612,0,1,0,1,0,0,0,0,0,0,0
613,0,1,0,0,0,0,1,0,0,1,0
614,0,0,0,1,1,0,0,0,0,0,0
615,0,1,0,0,0,0,0,0,0,0,0
616,1,1,0,1,0,0,0,0,0,0,0
617,1,0,1,0,1,0,0,0,0,0,0
618,1,4,0,0,1,0,0,0,0,1,0
619,0,2,1,0,1,0,0,0,0,0,0
620,1,6,0,1,1,0,0,0,0,0,0
621,0,0,0,1,1,0,0,0,0,0,0
622,0,0,0,0,1,0,0,0,0,0,0
623,0,0,0,1,1,0,0,0,0,0,0
624,0,11,1,0,1,0,0,0,0,0,0
625,1,10,0,0,1,0,0,0,0,0,0
626,0,0,0,1,1,0,0,0,0,0,0
627,0,0,0,1,0,0,0,0,0,1,1
628,0,0,0,0,0,0,0,0,1,0,0
629,1,22,0,0,0,0,0,0,0,0,0
630,1,0,0,1,1,0,0,0,0,0,0
631,0,0,1,0,0,0,0,0,0,1,0
632,1,7,0,0,1,0,0,0,0,0,1
633,0,1,0,0,1,0,0,0,0,1,1
634,0,8,1,0,1,0,0,0,0,0,0
635,0,10,0,0,1,0,0,0,0,0,1
636,0,0,0,0,1,0,0,0,0,1,0
637,1,0,0,1,1,0,0,0,0,0,0
638,0,3,0,0,1,0,0,0,0,1,0
639,1,2,0,1,1,0,0,0,0,0,0
640,1,4,0,0,1,0,0,0,0,0,0
641,1,19,1,0,1,0,0,0,0,1,0
642,1,1,0,1,0,0,0,0,1,0,0
643,0,0,0,1,0,0,0,0,1,1,1
644,1,1,0,1,0,0,0,0,0,1,0
645,0,0,0,1,1,0,0,0,0,1,0
646,0,3,0,0,0,0,0,1,0,0,1
647,0,0,1,0,1,0,0,0,0,1,0
648,0,0,0,1,1,0,0,0,0,1,0
649,1,5,0,0,1,0,0,0,0,0,0
650,0,6,0,0,1,0,0,0,0,0,0
651,0,2,0,1,0,0,0,0,1,0,1
652,1,4,0,0,1,0,0,0,0,0,0
653,0,1,0,0,1,0,0,0,0,0,1
654,1,1,0,0,0,0,0,0,1,0,0
655,0,0,0,0,0,0,1,0,0,0,0
656,0,0,0,0,1,0,0,0,0,0,1
657,1,8,0,0,1,0,0,0,0,0,0
658,0,0,0,0,0,0,0,0,0,0,1
659,0,0,1,0,0,0,0,0,0,0,1
660,0,4,0,0,1,0,0,0,0,0,0
661,0,4,0,0,1,0,0,0,0,1,0
662,1,1,0,1,0,0,0,0,0,0,1
663,1,2,0,1,0,0,0,0,0,0,0
664,1,0,0,1,0,0,0,0,0,0,0
665,0,11,1,0,1,0,0,0,0,0,0
666,0,0,1,0,0,0,0,0,0,0,0
667,0,0,0,0,0,0,0,0,1,0,0
668,0,3,0,0,1,0,0,0,0,1,0
669,0,0,0,0,0,0,0,0,0,0,1
670,1,1,0,1,1,0,0,0,0,0,0
671,0,2,0,0,0,0,0,0,0,0,1
672,1,0,0,1,1,0,0,0,0,0,0
673,1,22,0,0,1,0,0,0,0,0,0
674,0,0,0,1,0,0,0,0,1,1,1
675,0,0,1,0,1,0,0,0,0,0,1
676,0,0,0,0,0,0,0,0,1,0,0
677,0,0,0,1,0,0,0,0,0,0,0
678,1,1,0,1,1,0,0,0,0,1,1
679,0,1,0,0,1,0,0,0,0,1,1
680,0,0,1,0,0,0,1,0,0,0,1
681,0,2,0,0,0,0,0,0,0,0,0
682,1,3,0,0,1,0,0,0,0,0,0
683,0,0,0,0,1,0,0,0,0,1,1
684,0,0,0,0,1,0,0,0,0,0,0
685,0,3,0,0,0,0,0,0,1,0,1
686,1,17,0,0,1,0,0,0,0,0,0
687,1,1,0,1,1,0,0,0,0,0,0
688,0,7,0,0,1,0,0,0,0,0,0
689,0,0,0,1,1,0,0,0,0,0,0
690,0,8,0,0,0,0,0,0,0,0,0
691,1,14,0,0,1,0,0,0,0,0,0
692,0,0,0,0,1,0,0,0,0,0,1
693,1,1,0,0,0,0,0,0,0,1,1
694,1,5,0,0,1,0,0,0,0,0,1
695,0,16,0,0,1,0,0,0,0,0,0
696,1,1,0,0,0,0,0,0,0,0,1
697,1,0,0,0,0,0,0,0,1,1,1
698,0,0,0,0,0,0,0,0,0,0,1
699,0,2,1,0,0,0,0,0,0,0,0
700,1,3,0,0,1,0,0,0,0,0,1
701,0,1,0,1,1,0,0,0,0,1,0
702,0,2,0,0,0,0,0,0,0,0,1
703,1,13,0,0,1,0,0,0,0,0,0
704,0,0,0,0,0,0,0,0,1,0,0
705,1,0,0,1,0,0,0,0,1,0,0
706,0,20,0,0,1,0,0,0,0,0,0
707,1,3,0,0,1,0,0,0,0,0,0
708,1,25,1,0,1,0,0,0,0,0,0
709,1,1,0,1,1,0,0,0,0,0,1
710,1,9,1,0,1,0,0,0,0,0,1
711,1,5,0,0,0,0,0,0,0,0,0
712,1,4,1,0,1,0,0,0,0,0,1
713,0,4,0,0,1,0,0,0,0,0,1
714,0,4,1,0,0,0,0,0,0,0,1
715,1,1,0,0,1,0,0,0,0,0,0
716,0,2,0,0,1,0,0,0,0,0,1
717,1,6,0,0,1,0,0,0,0,0,0
718,0,3,0,0,0,0,0,0,1,0,0
719,0,0,1,0,0,0,0,0,0,0,0
720,1,1,0,1,1,0,0,0,0,0,1
721,1,4,0,0,0,0,0,0,0,0,1
722,1,1,0,0,0,0,0,0,0,1,1
723,0,1,0,1,1,0,0,0,0,0,0
724,1,1,0,1,1,0,0,0,0,0,0
725,1,3,0,1,0,0,0,0,0,0,0
726,1,4,0,0,1,0,0,0,0,0,1
727,0,1,1,0,0,0,0,0,0,0,0
728,1,5,0,1,1,0,0,0,0,0,0
729,0,0,0,0,0,0,0,0,0,0,0
730,0,0,1,0,0,0,0,0,0,0,0
731,0,7,0,1,1,0,0,0,0,0,1
732,0,0,0,1,0,0,0,0,0,1,1
733,1,1,0,1,1,0,0,0,0,0,0
734,0,9,0,0,1,0,0,0,0,0,1
735,1,5,0,0,1,0,0,0,0,0,0
736,0,1,0,1,0,0,0,0,0,1,0
737,1,0,0,0,1,0,0,0,0,0,0
738,1,25,0,0,1,0,0,0,0,0,1
739,0,0,0,1,1,0,0,0,0,0,0
740,1,13,0,0,1,0,0,0,0,0,0
741,0,0,1,0,0,0,0,0,1,0,0
742,0,4,0,0,1,0,0,0,0,1,0
743,0,0,0,0,0,0,0,0,0,0,0
744,0,0,1,0,1,0,0,0,0,1,0
745,0,3,0,1,1,0,0,0,0,0,0
746,0,1,0,0,1,0,0,0,0,1,1
747,1,1,0,1,0,0,0,0,0,0,0
748,0,3,0,0,0,0,0,0,0,0,0
749,1,6,0,1,1,0,0,0,0,0,0
750,1,4,0,0,0,0,0,0,1,0,0
751,0,1,0,0,1,0,0,0,0,0,0
752,0,1,1,0,0,0,0,0,0,0,0
753,0,1,0,0,1,0,0,0,0,0,0
754,1,3,0,1,0,0,1,0,0,0,0
755,0,3,1,0,1,0,0,0,0,0,0
756,1,1,0,1,0,0,0,0,0,0,1
757,0,4,0,0,1,0,0,0,0,0,0
758,1,1,0,0,0,0,0,0,0,1,0
759,0,1,0,0,1,0,0,0,0,1,0
760,0,0,0,0,0,0,1,0,0,0,1
761,1,9,0,0,1,0,0,0,0,0,0
762,1,0,0,0,0,0,0,0,0,0,0
763,1,1,1,0,0,0,0,0,0,0,0
764,0,1,0,0,0,0,1,0,0,0,1
765,0,1,1,0,0,0,1,0,0,1,1
766,1,3,0,0,1,0,0,0,0,0,1
767,1,3,0,0,1,0,0,0,0,0,0
768,1,5,0,0,1,0,0,0,0,0,1
769,1,0,1,0,0,0,1,0,0,0,1
770,0,0,0,0,0,0,0,0,0,1,1
771,1,0,0,0,1,0,0,0,0,0,0
772,0,3,0,0,0,0,0,0,0,1,1
773,0,0,1,0,0,0,0,0,0,1,1
774,0,0,0,1,0,0,0,0,0,0,0
775,0,1,0,0,0,0,1,0,0,0,0
776,0,1,0,0,0,0,1,0,0,0,0
777,1,6,0,0,1,0,0,0,0,0,1
778,1,1,0,1,1,0,0,0,0,0,0
779,1,2,1,0,1,0,0,0,0,0,0
780,0,0,0,0,1,0,0,0,0,0,1
781,0,1,1,0,0,0,0,0,0,0,0
782,1,4,0,0,1,0,0,0,0,0,1
783,1,1,1,0,0,0,0,0,0,1,0
784,1,3,1,0,1,0,0,0,0,0,0
785,1,2,0,1,1,0,0,0,0,0,0
786,1,19,0,0,1,0,0,0,0,0,0
787,0,3,1,0,1,0,0,0,0,0,1
788,0,2,0,0,0,0,0,0,0,0,0
789,0,0,1,0,1,0,0,0,0,0,1
790,1,10,0,0,1,0,0,0,0,0,1
791,0,1,0,0,1,0,0,0,0,0,0
792,0,0,1,0,0,0,1,0,0,1,1
793,0,0,1,0,0,0,1,0,0,0,1
794,0,1,1,0,0,0,1,0,0,0,0
795,0,1,0,0,0,0,0,0,0,1,1
796,1,0,0,0,0,0,1,0,0,1,1
797,1,14,0,0,1,0,0,0,0,0,0
798,0,2,0,1,1,0,0,0,0,0,0
799,1,5,0,0,1,0,0,0,0,0,0
800,0,0,1,0,0,0,1,0,0,0,1
801,0,1,0,0,0,0,0,0,0,0,0
802,0,1,0,1,1,0,0,0,0,0,0
803,1,2,0,0,1,0,0,0,0,0,1
804,1,6,0,1,1,0,0,0,0,0,0
805,0,0,0,0,0,0,0,0,0,1,0
806,0,0,0,1,0,0,0,0,0,0,0
807,1,1,0,0,1,0,0,0,0,0,1
808,1,0,1,0,1,0,0,0,0,0,0
809,1,7,0,0,1,0,0,0,0,0,0
810,0,2,0,0,0,0,0,0,0,0,0
811,0,5,0,0,0,0,0,0,0,0,0
812,0,0,0,1,0,0,0,0,0,0,1
813,1,0,0,1,0,0,0,0,0,1,1
814,0,0,1,0,1,0,0,0,0,0,0
815,1,10,0,0,1,0,0,0,0,0,0
816,0,0,0,1,0,0,0,0,0,0,1
817,1,0,0,1,0,0,1,0,0,1,1
818,1,2,0,1,1,0,0,0,0,0,0
819,0,1,0,0,0,0,1,0,0,0,1
820,1,5,0,0,1,0,0,0,0,0,1
821,1,10,0,0,1,0,0,0,0,0,0
822,1,4,1,0,1,0,0,0,0,0,1
823,1,2,0,1,0,0,0,0,0,0,1
824,1,0,0,0,1,0,0,0,0,0,1
825,0,0,0,1,1,0,0,0,0,1,0
826,1,6,1,0,1,0,0,0,0,0,1
827,0,0,0,0,1,0,0,0,0,0,0
828,0,6,0,1,1,0,0,0,0,1,1
829,0,1,0,0,1,0,0,0,0,0,1
830,1,8,0,0,0,0,0,0,0,0,0
831,1,1,0,1,1,0,0,0,0,0,1
832,0,0,0,0,0,0,1,0,0,0,0
833,1,4,0,0,1,0,0,0,0,0,1
834,0,3,0,0,1,0,0,0,0,1,0
835,1,2,0,1,1,0,0,0,0,0,0
836,0,8,0,0,0,0,0,0,0,0,0
837,1,6,0,0,1,0,0,0,0,0,0
838,0,0,0,0,0,0,0,0,0,0,1
839,1,0,0,1,1,0,0,0,0,0,0
840,0,0,0,1,1,0,0,0,0,1,1
841,0,2,1,0,0,0,1,0,0,0,0
842,0,0,0,0,1,0,0,0,0,0,1
843,1,6,0,0,1,0,0,0,0,0,0
844,0,17,1,0,1,0,0,0,0,0,1
845,1,20,1,0,0,0,1,0,0,0,0
846,0,2,0,1,0,0,0,0,0,0,0
847,0,2,0,1,1,0,0,0,0,0,1
848,0,5,0,0,1,0,0,0,0,0,0
849,0,0,1,0,0,0,1,0,0,0,1
850,1,1,0,1,0,0,1,0,0,0,0
851,0,1,1,0,0,0,1,0,0,0,1
852,0,1,0,0,1,0,0,0,0,0,0
853,0,2,0,0,1,0,0,0,0,0,0
854,1,1,0,1,0,0,1,0,0,0,1
855,0,6,0,0,0,0,0,0,0,0,0
856,0,2,0,0,1,0,0,0,0,0,0
857,0,0,0,0,1,0,0,0,0,0,0
858,1,17,0,0,1,0,0,0,0,0,1
859,1,11,0,0,1,0,0,0,0,0,1
860,0,1,0,0,1,0,0,0,0,0,0
861,1,6,0,0,1,0,0,0,0,0,0
862,0,1,1,0,0,0,0,0,0,0,0
863,0,0,1,0,0,0,1,0,0,0,1
864,1,0,1,0,0,0,1,0,0,0,0
865,0,0,1,0,1,0,0,0,0,1,0
866,0,3,0,1,0,0,0,0,0,0,1
867,1,1,1,0,0,0,1,0,0,0,0
868,0,0,0,0,0,0,1,0,0,0,0
869,0,5,1,0,1,0,0,0,0,1,0
870,1,16,0,0,1,0,0,0,0,0,0
871,1,0,0,0,0,0,0,0,1,0,0
872,1,5,0,0,1,0,0,0,0,1,1
873,0,0,1,0,0,0,0,0,0,0,0
874,0,1,0,0,1,0,0,0,0,0,0
875,1,3,0,0,1,0,0,0,0,0,1
876,1,13,0,0,1,0,0,0,0,0,1
877,0,2,1,0,1,0,0,0,0,0,1
878,0,1,0,0,0,0,0,0,0,0,0
879,0,5,1,0,0,0,0,0,0,0,1
880,0,1,0,0,0,0,0,0,1,0,0
881,0,2,1,0,0,0,0,0,0,0,0
882,1,1,0,0,1,0,0,0,0,0,1
883,1,0,0,0,1,0,0,0,0,0,1
884,0,0,1,0,0,0,0,0,0,1,1
885,0,0,0,1,1,0,0,0,0,1,1
886,1,17,1,0,1,0,0,0,0,0,0
887,1,1,0,0,1,0,0,0,0,0,0
888,0,0,0,0,1,0,0,0,0,0,0
889,0,0,0,0,0,0,0,0,0,1,1
890,1,2,0,0,0,0,0,0,0,0,1
891,0,2,0,0,1,0,0,0,0,0,1
892,1,4,0,0,1,0,0,0,0,0,1
893,0,0,0,1,0,0,1,0,0,0,1
894,0,0,0,0,1,0,0,0,0,1,0
895,1,4,0,0,1,0,0,0,0,1,0
896,1,30,1,0,0,0,0,0,0,1,1
897,0,4,1,0,1,0,0,0,0,0,0
898,0,2,0,0,1,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,1,0
900,0,0,0,0,0,0,0,0,1,0,0
901,0,0,1,0,0,0,0,0,0,0,0
902,0,2,1,0,1,0,0,0,0,0,0
903,0,19,1,0,1,0,0,0,0,0,0
904,1,5,0,1,1,0,0,0,0,0,0
905,1,0,0,1,1,0,0,0,0,0,0
906,1,0,0,0,1,0,0,0,0,0,0
907,0,2,0,0,1,0,0,0,0,0,0
908,0,4,1,0,0,0,0,0,0,1,0
909,1,1,1,0,0,0,0,0,0,0,0
910,1,8,0,0,1,0,0,0,0,0,0
911,0,3,0,0,0,0,0,0,0,0,0
912,0,1,0,0,1,0,0,0,0,0,0
913,1,10,1,0,1,0,0,0,0,0,0
914,0,0,0,0,0,0,1,0,0,0,0
915,0,2,1,0,0,0,0,0,0,0,1
916,0,1,0,0,0,0,0,0,0,0,1
917,0,0,0,0,0,0,0,0,0,0,0
918,1,1,0,1,1,0,0,0,0,1,0
919,0,0,1,0,0,0,1,0,0,0,1
920,0,0,1,0,0,0,0,0,0,0,0
921,1,1,1,0,1,0,0,0,0,0,0
922,0,2,1,0,0,0,0,0,0,0,0
923,0,6,0,0,0,0,0,0,0,0,1
924,1,1,0,1,1,0,0,0,0,0,1
925,0,0,0,0,0,0,1,0,0,0,1
926,0,0,0,0,1,0,0,0,0,0,0
927,0,0,1,0,0,0,1,0,0,1,1
928,1,9,0,0,1,0,0,0,0,0,0
929,0,2,0,0,0,0,0,0,0,0,1
930,1,0,0,1,0,0,0,0,0,0,1
931,0,18,0,0,1,0,0,0,0,0,1
932,1,5,0,0,0,0,0,0,0,1,0
933,1,1,0,1,1,0,0,0,0,0,0
934,0,0,0,1,1,0,0,0,0,1,0
935,0,8,1,0,0,0,0,0,0,0,0
936,0,7,1,0,1,0,0,0,0,0,0
937,0,3,0,0,0,0,0,0,0,0,0
938,0,2,0,1,0,0,0,0,0,1,0
939,1,0,0,1,0,0,1,0,0,0,0
940,1,3,0,1,1,0,0,0,0,1,0
941,1,3,1,0,0,0,0,0,0,0,1
942,0,4,0,0,0,0,0,0,0,0,1
943,0,1,1,0,0,0,0,0,0,0,1
944,0,1,0,0,0,0,0,0,1,0,0
945,0,0,0,1,0,0,0,0,0,1,1
946,0,1,0,0,0,0,0,0,0,1,0
947,1,0,0,0,1,0,0,0,0,0,1
948,1,16,0,0,1,0,0,0,0,0,0
949,1,4,0,0,1,0,0,0,0,0,1
950,0,0,0,1,1,0,0,0,0,0,0
951,1,12,0,0,1,0,0,0,0,0,1
952,0,0,0,0,0,0,0,0,0,0,1
953,0,0,0,0,0,0,0,0,0,1,1
954,1,9,0,0,1,0,0,0,0,0,0
955,1,5,0,0,1,0,0,0,0,0,0
956,1,11,0,0,1,0,0,0,0,0,0
957,1,1,1,0,1,0,0,0,0,0,0
958,0,1,1,0,1,0,0,0,0,1,0
959,1,1,0,0,1,0,0,0,0,0,1
960,0,5,1,0,1,0,0,0,0,0,0
961,0,6,1,0,0,0,0,0,0,1,1
962,0,0,0,0,0,0,0,0,0,0,1
963,0,0,0,1,1,0,0,0,0,1,0
964,0,14,0,0,1,0,0,0,0,1,0
965,1,0,0,1,0,0,0,0,1,0,1
966,1,1,0,0,0,0,0,0,0,0,1
967,0,0,1,0,0,0,0,0,0,1,1
968,1,0,0,1,0,0,0,0,0,0,0
969,0,0,1,0,0,0,0,0,0,1,0
970,0,0,0,0,0,0,0,0,0,0,1
971,0,0,0,1,1,0,0,0,0,1,0
972,0,0,0,0,0,0,0,0,0,0,1
973,1,4,0,0,0,0,0,0,0,0,0
974,0,0,0,0,0,0,0,0,0,1,1
975,0,0,1,0,1,0,0,0,0,0,0
976,1,2,0,1,1,0,0,0,0,0,0
977,1,0,0,1,0,0,1,0,0,0,0
978,0,1,0,1,0,0,0,0,0,0,1
979,1,0,0,1,1,0,0,0,0,0,0
980,0,2,0,0,1,0,0,0,0,1,0
981,0,3,0,0,0,0,0,0,0,0,1
982,0,0,0,1,0,0,1,0,0,0,0
983,0,9,0,0,1,0,0,0,0,0,1
984,0,0,0,1,1,0,0,0,0,0,0
985,1,2,0,1,0,0,1,0,0,0,0
986,1,9,0,0,1,0,0,0,0,0,0
987,0,7,0,0,0,0,0,1,0,0,0
988,0,3,1,0,1,0,0,0,0,0,0
989,0,0,0,1,0,0,1,0,0,1,0
990,1,0,0,1,1,0,0,0,0,0,0
991,1,3,0,0,1,0,0,0,0,1,0
992,0,4,1,0,1,0,0,0,0,0,1
993,0,0,0,1,1,0,0,0,0,1,1
994,0,0,0,0,0,0,0,0,0,0,1
995,1,4,0,0,1,0,0,0,0,0,0
996,1,2,0,0,0,0,0,0,0,1,0
997,1,1,0,0,0,0,0,0,1,0,1
998,0,0,0,0,0,0,1,0,0,0,1
999,0,0,0,0,0,0,0,1,0,0,1
1000,1,11,0,0,0,0,0,0,0,1,0
1001,1,6,0,0,1,0,0,0,0,1,0
1002,0,5,0,1,0,0,0,0,1,0,0
1003,0,3,1,0,1,0,0,0,0,0,0
1004,0,3,0,0,0,0,0,0,0,1,1
1005,1,2,0,0,0,0,0,0,0,0,0
1006,0,0,0,0,0,0,1,0,0,0,0
1007,0,0,0,0,0,0,0,0,0,1,0
1008,1,0,0,1,1,0,0,0,0,0,1
1009,0,0,0,1,0,1,0,0,0,0,0
1010,0,0,0,0,0,0,0,0,0,0,0
1011,0,1,0,0,0,0,0,0,0,1,1
1012,1,0,0,0,0,0,1,0,0,0,1
1013,1,8,1,0,0,0,0,0,0,0,0
1014,0,1,0,0,1,0,0,0,0,1,0
1015,0,0,0,0,1,0,0,0,0,0,1
1016,1,0,0,0,0,0,0,0,0,0,0
1017,1,5,0,0,1,0,0,0,0,0,0
1018,1,4,0,0,1,0,0,0,0,0,0
1019,1,7,0,0,1,0,0,0,0,0,0
1020,0,0,0,0,0,0,0,0,0,0,0
1021,0,3,0,0,1,0,0,0,0,0,0
1022,0,0,0,0,1,0,0,0,0,1,1
1023,1,1,0,1,0,0,0,0,0,0,0
1024,1,1,0,0,1,0,0,0,0,0,0
1025,1,0,0,0,1,0,0,0,0,0,1
1026,1,3,0,0,1,0,0,0,0,0,0
1027,0,1,0,0,1,0,0,0,0,0,1
1028,0,0,0,0,0,0,0,0,0,0,0
1029,0,0,0,0,0,0,1,0,0,0,1
1030,0,0,0,1,1,0,0,0,0,0,1
1031,0,0,1,0,0,0,0,0,0,0,1
1032,0,0,0,1,1,0,0,0,0,0,0
1033,1,2,0,0,1,0,0,0,0,1,0
1034,0,0,0,0,1,0,0,0,0,0,1
1035,0,1,0,0,0,0,0,0,0,1,1
1036,1,2,0,1,1,0,0,0,0,0,1
1037,0,0,0,1,1,0,0,0,0,0,0
1038,1,8,0,1,0,0,0,0,1,0,0
1039,0,0,0,0,0,0,1,0,0,0,1
1040,0,1,0,0,0,0,0,0,1,0,0
1041,0,12,1,0,1,0,0,0,0,0,0
1042,0,6,0,0,1,0,0,0,0,0,1
1043,1,2,0,0,1,0,0,0,0,0,1
1044,0,4,0,1,0,0,0,0,0,0,1
1045,1,0,0,0,1,0,0,0,0,0,1
1046,1,4,0,0,1,0,0,0,0,0,0
1047,1,1,0,1,0,0,0,0,0,0,0
1048,0,0,0,0,0,0,1,0,0,0,1
1049,1,0,0,0,0,0,0,0,0,1,0
1050,0,1,0,0,1,0,0,0,0,0,0
1051,0,0,0,0,0,0,0,0,1,0,0
1052,0,3,0,0,0,0,0,0,0,0,1
1053,1,1,0,1,1,0,0,0,0,0,0
1054,1,0,0,1,0,0,0,0,0,0,1
1055,0,0,1,0,0,0,0,0,0,0,1
1056,1,3,1,0,0,0,0,0,0,0,0
1057,0,0,0,1,1,0,0,0,0,0,0
1058,0,0,0,1,1,0,0,0,0,0,0
1059,1,4,0,0,1,0,0,0,0,0,0
1060,0,2,1,0,0,0,0,0,0,0,0
1061,1,0,0,0,0,0,0,0,0,1,0
1062,1,9,0,0,0,0,0,0,0,0,1
1063,1,0,0,1,1,0,0,0,0,0,0
1064,0,0,0,0,0,0,0,0,1,0,1
1065,0,5,1,0,0,0,0,0,0,1,1
1066,1,4,0,0,1,0,0,0,0,0,0
1067,0,4,0,1,0,0,1,0,0,0,0
1068,1,0,0,0,0,0,1,0,0,0,1
1069,0,1,1,0,0,0,0,0,0,1,1
1070,0,0,0,0,0,0,0,0,0,0,1
1071,0,1,0,0,0,0,0,0,0,1,1
1072,1,0,0,1,0,0,0,0,0,0,0
1073,0,0,0,0,1,0,0,0,0,0,1
1074,0,2,0,0,0,0,0,0,0,0,1
1075,1,0,0,1,1,0,0,0,0,0,0
1076,0,0,0,0,1,0,0,0,0,0,0
1077,0,4,1,0,0,0,0,0,0,0,0
1078,0,1,1,0,0,0,1,0,0,0,0
1079,0,1,0,1,1,0,0,0,0,0,0
1080,0,0,0,1,1,0,0,0,0,0,1
1081,1,1,0,0,0,0,0,0,1,0,0
1082,1,1,0,0,0,0,0,0,0,0,1
1083,0,1,1,0,0,0,1,0,0,0,0
1084,1,1,0,0,0,0,1,0,0,0,1
1085,0,0,0,0,0,0,0,0,0,0,1
1086,1,2,0,0,0,0,0,0,0,0,0
1087,1,5,0,0,1,0,0,0,0,1,0
1088,0,0,0,1,0,0,1,0,0,0,0
1089,0,1,0,0,1,0,0,0,0,1,0
1090,0,0,0,0,0,0,0,0,1,0,0
1091,0,2,0,0,1,0,0,0,0,0,0
1092,0,0,1,0,0,0,0,0,0,0,1
1093,0,1,0,0,1,0,0,0,0,0,0
1094,0,2,0,0,0,1,0,0,0,0,0
1095,1,6,0,1,0,0,0,0,0,0,0
1096,0,0,1,0,0,1,0,0,0,0,1
1097,0,0,0,0,1,0,0,0,0,0,0
1098,0,4,1,0,0,0,0,0,0,0,1
1099,1,7,1,0,1,0,0,0,0,0,0
1100,1,0,0,0,0,0,0,0,0,0,0
1101,1,7,0,0,0,0,0,0,0,0,1
1102,1,7,1,0,0,0,0,0,0,0,0
1103,0,0,0,0,1,0,0,0,0,0,1
1104,0,12,1,0,0,0,0,0,0,0,1
1105,1,0,0,1,1,0,0,0,0,0,0
1106,1,4,0,0,1,0,0,0,0,0,1
1107,0,0,0,0,1,0,0,0,0,0,1
1108,0,0,0,0,0,0,0,0,0,0,1
1109,0,11,0,0,0,0,1,0,0,0,1
1110,0,0,1,0,0,0,0,0,1,0,1
1111,0,5,1,0,0,0,0,0,0,1,0
1112,1,4,0,0,1,0,0,0,0,0,0
1113,1,0,0,0,1,0,0,0,0,0,0
1114,0,2,0,0,1,0,0,0,0,0,0
1115,0,2,0,0,0,0,0,0,0,0,0
1116,1,0,0,0,1,0,0,0,0,0,0
1117,0,0,0,0,1,0,0,0,0,0,1
1118,0,4,0,0,0,0,0,0,1,0,0
1119,0,3,0,0,0,0,1,0,0,0,0
1120,0,4,1,0,1,0,0,0,0,1,0
1121,0,0,0,0,0,0,0,0,1,0,1
1122,0,1,0,1,0,0,0,0,0,1,1
1123,1,2,0,1,1,0,0,0,0,0,0
1124,1,0,0,0,0,0,0,0,0,0,0
1125,0,2,0,0,0,0,0,0,0,0,0
1126,0,0,0,1,1,0,0,0,0,0,1
1127,0,0,0,0,0,0,0,0,0,0,0
1128,0,6,0,1,1,0,0,0,0,0,0
1129,0,6,0,0,1,0,0,0,0,0,0
1130,1,15,0,0,1,0,0,0,0,0,0
1131,1,0,0,1,1,0,0,0,0,0,0
1132,0,0,0,0,0,0,1,0,0,0,0
1133,1,1,0,0,1,0,0,0,0,0,0
1134,0,1,1,0,1,0,0,0,0,0,0
1135,0,1,0,1,0,0,1,0,0,0,0
1136,1,8,1,0,1,0,0,0,0,0,0
1137,0,2,0,0,0,0,0,0,0,0,1
1138,0,6,0,0,0,0,0,0,0,0,0
1139,0,0,0,1,1,0,0,0,0,0,0
1140,0,2,0,0,1,0,0,0,0,0,1
1141,1,11,0,0,1,0,0,0,0,0,1
1142,0,0,1,0,0,0,0,0,1,0,1
1143,0,0,0,1,0,0,0,0,0,1,1
1144,1,7,0,0,1,0,0,0,0,0,0
1145,0,1,0,0,1,0,0,0,0,0,1
1146,1,4,0,0,0,0,0,0,0,0,0
1147,0,3,0,0,1,0,0,0,0,0,1
1148,1,2,0,1,1,0,0,0,0,0,0
